title,review,date,rating,sentiment,topic
Disappointing,"Disappointing I have been a prime member for 10 years and I am not going to renew my membership. Packages are all running late lately. I received a lot of expired/used item one of which could not be returned. Customer service only ""assures"" you that they solved the problem after you spend 30 minutes on hold only to find out they did not do anything. I returned items, got refunded and was charged again for the item I returned because they did not receive it, and the list goes on...",2024-07-14 13:24:05+00:00,1.0,Negative,Delivery
My problem is with amazon delivery,My problem is with amazon delivery My problem is with amazon delivery - the driver attempted delivery over an hour prior to the scheduled delivery times of 7am because i suppose it was convenient for them - and then requested I provide the security access code to my home - UNACCEPTABLE!!!! There was a reason that delivery window time was accepted - when i told Amazon to have the driver come back during the scheduled delivery window - they said it may not be until tomorrow- when i asked to cancel the order - i was told it was not possible- i then asked for a supervisor who then was amazingly able to cancel it!!! However failed to log a complaint until i demanded he do so - i then a heard bunch of typing ðŸ˜ - when i asked what was to be done - he basically said its up to the center to decide if anything - ðŸ˜ !! Amazon is becoming a monopoly with providing incompetent and bad service and seems to be running amuck with no protocol or set procedures to handle issues - and is randomly doing what it wants when it wants - i will be filing another complaint and now with the AG to break this monopoly up! I also noted they made it very difficult to have a centralized place to file online complaints!,2024-07-14 13:39:10+00:00,1.0,Negative,Delivery
"Creepy, creepier, and now the creepiest...","Creepy, creepier, and now the creepiest... Creepy, creepier, and now the creepiest... I've complained about Amazon attempting to deliver packages as late as 10 pm several times, and they just keep on doing it... It's like trying to talk to the Rain Man... This is an abusive and creepy delivery practice that should not be allowed... No other parcel delivery carriers engage in such abusive behavior because its really creepy, increases the risk of package loss, and could create an unsafe situation for both residents and Amazon delivery drivers... I guess I'm going to have to make Amazon my next legal hobby (over this) to get their attention... You'd think they'd pull their heads out with Chinese competitors like Temu eating their lunch... What a bunch of losers...",2024-07-14 16:12:25+00:00,1.0,Negative,Delivery
Arrogant and offensive,Arrogant and offensive Arrogant and offensive. Where do they find these imbeciles and truth twisters.,2024-07-14 17:05:49+00:00,1.0,Negative,Customer Service
Amazon is becoming extremelyâ€¦,"Amazon is becoming extremelyâ€¦ Amazon is becoming extremely unreliable. It used to be, you order something and you can trust the said delivery date. Not anymore! My items have been arriving later and later and some not at all. I think itâ€™s time to go back in the stores. Iâ€™m over this!",2024-07-14 17:10:55+00:00,2.0,Negative,Delivery
Wow this company is getting greedy,Wow this company is getting greedy Wow this company is getting greedy. The delivery has increased amd now you have to get Â£35 worth if crap made In China to get free delivery. I have deleted my account . I will shop locally and support local shops.,2024-07-14 19:17:45+00:00,1.0,Negative,Pricing
Product delivery,"Product delivery Almost every time we have an order go through Boise it becomes missing and now they shipped it to Idaho Falls where there is the worst reviews I have ever read and I will have to wait to report it or something missing. It was supposed to stop in Pocatello Idaho not Idaho Falls, Idaho Falls sounds like a lot of mix up or a small group stealing going on. Where it the check and balance team for",2024-07-14 21:10:20+00:00,1.0,Negative,Delivery
2 days late on a fresh delivery noâ€¦,2 days late on a fresh delivery noâ€¦ 2 days late on a fresh delivery no contact left it to me to sort out which is like running around a maze. No way of saying how your feeling whatâ€™s gone wrong just a bit disappointing when they do most things right but prob wonâ€™t bother with fresh again,2024-07-14 22:09:26+00:00,2.0,Negative,Delivery
This is an awful company and has gottenâ€¦,"This is an awful company and has gottenâ€¦ This is an awful company and has gotten worse over the last year. On top of the terrible products, you cannot understand their representatives because none of them live in the US. Weâ€™re getting rid of Amazon products as of today. Weâ€™re going to try target or an actual worthy company.",2024-07-14 22:39:03+00:00,1.0,Negative,Customer Service
PS on my Amazon Review,"PS on my Amazon Review PS on my Amazon Review: Some consumer review sites ask â€œWhat could Amazon do Betterâ€ after my reviews were published. Amazon knows exactly what they can do better. Better for themselves not for their customers. The reason that hundreds of thousands Amazon customers in North America and the UK have had it with Amazon is that it has lost itâ€™s unique selling proposition that got it where it is today. Amazon used to be a seamless shopping experience, No More. Price points the same and higher than Brick and Mortar retail and other on line companieswith better delivery on time arrivals than Amazon. Forget Prime for next day delivery that is also a has been that we pay for. An increased volume of subpar third party products with Zero warranty from both Amazon and the seller after thirty days. Proving that Amazon has approved the seller and the 30 day return window making Amazon an accessory to alleged fraud. All it says to the Amazon customer is buyer beware. Amazon customer service especially in situations like reporting a non functioning product a day after the 30 day window is closed is an hour long run around pre designed to run your through endless hoops without a resolution through attrition to get you off their backs and keep your money. Absolutely pathetic on Amazon. I have no intention of doing business with any corporation that has no real time respect for long time loyal customers, zero integrity and honesty, and are still desperate to make every penny they can get from us by hook or by crook to top of their Billions. Just that wants to make me hurl in total disgust.",2024-07-15 00:22:17+00:00,1.0,Negative,Customer Service
Amazon shopping India is becomingâ€¦,Amazon shopping India is becomingâ€¦ Amazon shopping India is becoming expensive than market now a days plus they don't verify the sellers or product just post the digital pictures taken but it's not worth buying from Amazon coz of the price and quality and scams it's better to purchase in the market like before or go out to a shop and buy atleast we can bargain and get the product in Amazon the same product is thrice the cost now a days guys go out for shopping it's wonderful experience but sitting and shopping from home through Amazon is not worth and expensive too,2024-07-15 03:32:15+00:00,1.0,Negative,Pricing
I used to get great service from AMAZONâ€¦,"I used to get great service from AMAZONâ€¦ I used to get great service from AMAZON DELIVERY. Throughout the past year to test and a half I have received terrible service. My products come and have been abused, dirty, foot prints, etc and to top it off they are late and the reason I order from Amazon is because I want items asap. I have heard they have people that donâ€™t speak English and really donâ€™t even like AMERICA OR AMERICANS this would explain the abuse of my things. Now if I can get back into the habit of going to the store and picking up items I need I will leave AMAZON alone and try to get anyone I know to do the same. You donâ€™t just treat the LEGAL AMERICANS LIKE SECOND CLASS CITIZENS TO GET BROWNIE POINTS IT MAKES YOU LOOK LIKE A WEAK KISS ASS COMPANY AND U NEED TO SELL TO THOSE COUNTRIES AND NOT GET RICH OFF OF OUR MONEY GET RICH OFF OF THE MONEY IN AFRICA. YOU DO MORE FOR THEM WITH ALL THE LEGAL AMERICANS NEEDING WORK AND THEN THEY GET AMERICANS IN TROUBLE BY LYING AND ITS SICK. AMAZON NEEDS TO GO UNDER WE NEED TO JOIN TOGETHER AND SHUT THEM DOWN. THEY PAY FOR THESE HAITIANS LEGAL FEES TO STAY IN AMERICA. THEY DONT PAY OUR LEGAL FEES TO KEEP OUR HOME OR ANYTHING ELSE #shutAmazondown",2024-07-15 04:14:12+00:00,1.0,Negative,Delivery
Paid for item on 8th July 2024 7 daysâ€¦,Paid for item on 8th July 2024 7 daysâ€¦ Paid for item on 8th July 2024 7 days ago still no item or refund,2024-07-15 09:19:26+00:00,1.0,Negative,Delivery
my personal experience,"my personal experience I just opened an account on Amazon and made 3 orders for my home, the parcels were delivered not by Amazon delivery, but by another company, they arrived neatly packaged and they even took pictures of my house :) My house is located further from all the houses and other deliveries from other stores, for some reason they always sent me to the wrong place, although I write the address exactly, I hope this will not cause me any more problems. I also started keeping an eye on hot offers and am looking forward to ordering all sorts of little things for myself. If there are any problems, I will update the review.",2024-07-15 11:10:27+00:00,5.0,Neutral,Delivery
Another lost parcel and Amazons â€œ notâ€¦,"Another lost parcel and Amazons â€œ notâ€¦ Another lost parcel and Amazons â€œ not my problem â€œâ€˜attitude, Iâ€™m done with them.",2024-07-15 13:17:15+00:00,1.0,Negative,Customer Service
Do something about those fake reviews.,Do something about those fake reviews. Do something about those fake reviews.,2024-07-15 15:05:05+00:00,1.0,Negative,Website/App
Please avoid at any cost,Please avoid at any cost Please do not book your orders from amazon if you do not want to get harassed . It is 3rd time that the delivery boy marking false comments that he tried to deliver the order. He did not make single attempt to deliver the order and the amazon customer service was not even able to provide the delivery boy contact number. What a shame services. Go with Flipkart and save your mood and time.,2024-07-15 17:00:38+00:00,1.0,Negative,Delivery
I got an offer today to join Amazonâ€¦,"I got an offer today to join Amazonâ€¦ I got an offer today to join Amazon prime for FREE for 30 days, I clicked on the offer, nothing happened. I've been trying to redeem this offer for 45 MINUTES via chat with 3 agents, then on the phone for 32 MINUTES and still absolutely ZERO help. I submitted a screenshot of the offer 4x to JOWI via email (as he told me to do 2x) and then via the link he sent me - also 2x. After ALL that, he says he can't help me! Disgusting to waste 45 minutes for absolutely nothing!",2024-07-15 18:55:21+00:00,1.0,Negative,Customer Service
Absolutely useless customer service and returns system.,"Absolutely useless customer service and returns system. Absolutely useless. I bought a shirt for Â£40 it didnt fit so i returned it for a refund. That was 5 weeks ago. Amazon keep giving me the absolute run around. I cant get even a straight answer from them, never mind my Â£40!!! They keep filing A-Z claims, which are in no way worth the time they take to set up as they have just organised a 4th claim and I still have no refund. The most recent twist is that it has completely vanished from my orders so now i cant even give them an order number. I honestly will close my account if they cant sort this out but I'm losing the will to sit in chat windows for hours on end. The customer service is so abismal. When I'm transfered to a (useless) manager, as I am every time, they have the audacity to disable the customer feedback form at the end of the chat session so no-one higher up knows that the debacle is even happening. Im going round in circles. Dont give these conmen your money. All the promises of guarantees and service become empty when they should matter most. 0/10, must try harder. Much, much harder.",2024-07-15 19:13:29+00:00,1.0,Negative,Customer Service
Atrocious Customer Care,"Atrocious Customer Care Overall, the ease of ordering and products I have ordered has been good. Returns are simple and efficient. However, they have become a product of the times in that their consumer contact is atrocious. After having my reviewing abilities taken away with no other explanation than I did something against community standards, I have had no contact other than emails. They have provided no proof of wrongdoing, repeatedly have the same email copied and pasted and returned by a different representative each time I try to make contact. No department has a phone number, and while the initial chat agent contact is courteous, all they can do is give out email addresses and ask for help for you, which of course, you get the same email, copied and pasted, that you have gone against community standards.IS THERE A HUMAN WORKING AT AMAZON??? I think not.",2024-07-15 21:03:12+00:00,1.0,Negative,Customer Service
Shady Amazon transactions,"Shady Amazon transactions Ordered a $3000 product and it showed that the product shipped. In fact the product did not ship and the price jumped up significantly $1200 to be exact. When I left a negative review about the shady transaction, Amazon pulled my review. This has been the 3rd time with a similar outcome. I purchase and item, the item does not ship, then the price goes up and still shows in stock. Amazon has become a very shady place to shop. They truly have no customer service anymore. Also if you leave a review they don't like it will not get posted. Shady! Shady! Shady! I will be looking elsewhere for my online purchases from now on.",2024-07-15 21:30:33+00:00,1.0,Negative,Customer Service
The app always has technical issues andâ€¦,The app always has technical issues andâ€¦ The app always has technical issues and Customer service chat tooScared and nervous and worried about thisðŸ˜¬ðŸ˜¬ðŸ˜¬,2024-07-15 22:05:14+00:00,1.0,Negative,Website/App
Offering me a discount on freshâ€¦,Offering me a discount on freshâ€¦ Offering me a discount on fresh deliveries when they have my address and cannot deliver to my address!I have had Amazon try to cheat me before with Â£100 Playstation voucher charge on my account when I do not even own a Playstation! Refused to return my money until I told them I was taking the matter to the County Court.,2024-07-15 22:24:23+00:00,1.0,Negative,Delivery
"Late order was at a carrier facility a couple miles away, then shipped across the country???","Late order was at a carrier facility a couple miles away, then shipped across the country??? I placed an order and paid for shipping because if I place a large enough order for free shipping, it'll take a month or more. Expected delivery was July 8th. I was tracking the package, and on July 7th, it was at a carrier facility only a few miles away, on July 8th, it was at a carrier facility a couple miles away. On July 12th, however, it was suddenly at a carrier facility across the country!! Every time I tried to reach someone in customer service, I received a ""we are having technical difficulties"" message. I tried reaching out to the shipper and only got an error message. My order is now a week overdue, and I STILL haven't received it or been able to reach anyone at Amazon or their shipper. This company is getting worse and worse and worse.",2024-07-15 22:37:48+00:00,1.0,Negative,Delivery
Orders are constantly late,"Orders are constantly late Orders are constantly late. I order becouse I need something, and to read delivered tomorrow I think fantastic but its almost never on time! Wateing for one now that said delivery by tomorrow ants its now two days late! Suposed to be deliverd today by 9 pm and its now 8:55 pm I don't think its going to make it again makeing it 3 days late! If shopping Amazon wasn't so dam convenient id get away from them. At least 1 out of 3 orders are the same way. I'm Realy sick of it!",2024-07-16 02:58:52+00:00,2.0,Negative,Delivery
After reading 5 star reviews I boughtâ€¦,"After reading 5 star reviews I boughtâ€¦ After reading 5 star reviews I bought an XXXL varsity jacket. When it, finally, arrived it clearly stated L on the bag. Immediately I knew the seller was dodgy. I tried to send it back, but he requested I PAY and he'd refund me!!!Obviously I don't trust him, so I tried to get a resolution through Amazon. What an ordeal that's been! Multiple calls, one saying it had been granted. Another; ""be patient"". My next port of call is Consumer Affairs.I stopped using eBay due to all the scammers, now they seem to be on Amazon. What peace of mind is there if Amazon allow them to carry out their ploys? When I FINALLY get my refund my time with Amazon is over.",2024-07-16 04:34:57+00:00,1.0,Negative,Product Quality
Worst Customer service experience,Worst Customer service experience I have been contacting customer service team past one month as they delivered the worst product not worth to the amount which i paid with my continuous followups they create a pick up which always fails and they mentioned they have got a policy were in after 4 failed attempts only then they can provide my refund which happend on 12july they asked me to contact customer service in the evening incase if the product is not picked i did as per their guidlines upon which a customer service agent named Fatima answered my call in my career have come across so many people working in customer service but never ever came across a girl like her. She has been very rude towards me from the begging of the call when i asked her why is she rude she never answered when i asked her to connect to the superior she gave a reply which was not easy to belive she said no superior available and she cannot connect my call again when i asked why is she so rude she simply said as the customer is not having any further concerns iam going to disconnect the call this is what she said thrice and straight away she disconnected my call. if you guys are delivering good products no one has free time to request for return or refund i have been wasting my time trying to contact customer service placing return request asking for refund which did nt happen untill now. Upon asking to share the complaint number the customer service people keep on saying they have emailed me which i never received upon asking they said they are not authorized to share again and again iam sure there was no complaint raised i never received any call from the team lead which they mentioned they will organize. if you need more proof i have the call recording of the customer service person who was very very very rude also they are working from home not from office as all my previous customer service people when i contacted i can hear the back ground kids crying and sounds from kitchen and one customer service person was literally asking their family members to be silent as she was on a call i have experienced the worst customer service if i keep writing i dnt think a page will be sufficient i want to take to legal aswel,2024-07-16 08:44:09+00:00,1.0,Negative,Customer Service
Amazon is famous for putting the customer first,"Amazon is famous for putting the customer first Amazon will make right by their customers. Of course everyone makes mistakes from time to time. But they stand by their return policy, bulky items often not even need to be returned to get refund in case there is a problem. Often, items will arrive earlier than promised, and you can even order to a nearby store or pickup location if you are more comfortable doing that.Amazon is famous for its costumer friendly policies and putting the costumer first.",2024-07-16 08:44:36+00:00,5.0,Positive,Customer Service
Criticism mentioning China and see what happens....,Criticism mentioning China and see what happens.... Try making a criticism mentioning a Chinese product and they won't publish.Why?Because a lot of their rubbish products come from China and they dare not upset the Chinese supplier or their profits. Just you see what happens - you'll be barred..... I was threatened with cancellation .....,2024-07-16 09:47:15+00:00,1.0,Negative,Product Quality
I love Amazon but during this so-â€¦,I love Amazon but during this so-â€¦ I love Amazon but during this so- called sale 7/16/24 is a joke. Yeah you get discounts but after you get through shopping gaze down to what it's going to cost to ship. $47.00 to ship 3 pairs of capris? Another one I was going to get a cat tower. $19.00 and looked at this. $20.00 to ship. Hell no!,2024-07-16 09:51:48+00:00,1.0,Negative,Pricing
Amazon delivery trucks refuse to park on the street.,"Amazon delivery trucks refuse to park on the street. I too have had problems with Amazon deliveries at 10:00PM. I repeatedly told them no deliveries after dark but the request is routinely ignored. In addition to that their drivers insist on driving into my driveway and up to my gargage instead of parking on the street and walking up to the front door or garage door. The driveway is narrow and there is insufficient room to turn their vehicles around to drive out in forward gear. They must drive out in reverse, which many cannot do. Consequently they have damaged my property by driving off the driveway and/or driving into the traffic cones and reflectors that I have placed along the driveway. I more recently got a block to place at the end of the driveway to prevent them from driving in. In response they began to leave packages at the driveway block which is about 8' from the street. Packages have gotten wet and been snowed upon and hidden from view only to find damaged contents the next AM. UPS and FedEx drivers are instructed NOT to drive into the customer's driveway and to park on the street. I have no idea why Amazon cannot do the same.",2024-07-16 13:32:09+00:00,1.0,Negative,Delivery
Paid Â£30 took a days holiday from workâ€¦,Paid Â£30 took a days holiday from workâ€¦ Paid Â£30 took a days holiday from work for a time slot between 11am to 3pm for delivery of a tv only to be told it could be up to 10pm...never use amazon again absolutely useless company,2024-07-16 14:06:47+00:00,1.0,Negative,Delivery
I returned a large item which hadâ€¦,"I returned a large item which hadâ€¦ I returned a large item which had stopped working, Amazon received it 11 days ago (7 working days), I warned them a full week ago that I had not received a confirmation email stating they had received the return even though I could see they had received it and asked for a return confirmation email to be issued, they issued and email and assured me I would receive my refund within the given time frame and yet a week later I still have NO REFUND??? Now they are telling me again I must wait another 5-7 days?I requested they raise a complaint and got their usual 'we will consider your feedback', this is not FEEDBACK it is a COMPLAINT, why are amazing being allowed to avoid UK complaints law?Basically, I am not without a large item and have no money to replace it because Amazon messed up and even though I highlighted this, they messed up again and I can't purchase my new item until the refund is processed!!I have already begun cancelling Amazon subscriptions due to losing faith in Amazon and will continue to shop elsewhere where possible.",2024-07-16 16:47:00+00:00,1.0,Negative,Customer Service
I signed up for prime a week ago to getâ€¦,"I signed up for prime a week ago to getâ€¦ I signed up for prime a week ago to get my orders quick and fast. I recently had a bad experience with Amazon. I was leaving for a business trip on Monday so I ordered a traveling bag. I was told it would be delivered on Sunday, just one day before I leave for my trip. Amazon, didn't shipped it, but they charged me for an item. Today is now Tuesday, I still never received my purchase and still has not shipped. I called Amazon, to cancel my purchase but I am getting the run around. Amazon does not want cancel my order and they won't shipped it or return my money. At this point I'll my involved my bank.",2024-07-16 17:36:53+00:00,1.0,Negative,Delivery
AVOID,"AVOID AVOID, AVOID, AVOID at ALL costs! Amazon used to be a fun and convenient place to shop online, but NOT anymore. In reading other reviews on here, I can 100% back the late delivery days and times because that has happened to me now more times than I can count. Dealing with ""customer service"" agents is a joke. And they take FOREVER to credit your form of payment if you cancel an order. Yet, they take your money right away. They SAY they only charge your account when they actually ship your item, but that's a blatant lie! They USED to not charge right away, but now they do. Like somebody else said on here: ""they are turning into another Temu."" I cannot agree more. I'm sticking with eBay, Etsy, and other sites that actually care about their customers, and not how fast their CEO can get on another rocket ðŸš€ headed for outer space. Seriously.",2024-07-16 17:37:04+00:00,1.0,Negative,Customer Service
Amazon used to have AMAZING customerâ€¦,Amazon used to have AMAZING customerâ€¦ Amazon used to have AMAZING customer service. That has changed. The agents are no longer high quality or able to complete or understand simple tasks. I just spent 2 days trying to get $175 in gift cards back that an agent in chat accidentally deleted on my account. Multiple agents giving wrong information and not able to understand the issue.Finally was able to escalate to a supervisor and they took care of the issue with in a few minutes.My family may stop using Amazon if this type of service continues.,2024-07-16 17:55:12+00:00,2.0,Negative,Customer Service
Beware of keeping your card info on file.,"Beware of keeping your card info on file. Everyone knows amazon but your not allowed to review them , only the product. I've had several issues with Amazon with the last time now being the last I will use Amazon. I just happened to look at my bank account and saw a $30 blink charge, haven't used my blink cameras since 2022. I called Blink they tell me to call Amazon , this went back and forth 4 times until I called my bank. The info on the charge had Amazon contact so it was definitely them, ended up canceling all my cards and got new ones. Called Amazon back again with info saying it was Amazon, they tell after 6 phone calls that they see the charge this time. They say either friends or family have my card info witch is impossible, they only place that had my card I fo was Amazon. They would not tell me who or what account used my card. That's when I decided to erase all my info on Amazon and never use them again.",2024-07-16 19:22:25+00:00,1.0,Negative,Customer Service
Do not commit perjury to protect Amazon,"Do not commit perjury to protect Amazon Amazon delivered the package to the wrong house as the delivery photo clearly shows. They will not refund the purchase price of the items, instead they are demanding that a police report is filed for stolen package. Thatâ€™s called perjury. Nobody stole the package. Amazon has not done their job, and at this point has stolen money from customers.",2024-07-16 19:54:16+00:00,1.0,Negative,Delivery
Amazon is king,Amazon is king Hey amazon with 1 star us this for real? I get everything on time and for good rates too! I give them 5 stars all the way.,2024-07-16 20:04:46+00:00,5.0,Positive,Delivery
KEEP DUMPING PARCELS OUTSIDE MY FRONTâ€¦,KEEP DUMPING PARCELS OUTSIDE MY FRONTâ€¦ KEEP DUMPING PARCELS OUTSIDE MY FRONT DOOR. I WISH TO GOD I DID NOT HAVE TO USE THEM.,2024-07-16 21:15:14+00:00,1.0,Negative,Delivery
Don't bye anything from Amazon,"Don't bye anything from Amazon Don't bye anything from Amazon, they will not pay you back if you bye something from a company wich sell via Amazon Specially motor magic in Italy.",2024-07-16 21:30:39+00:00,1.0,Negative,Customer Service
I've been customer for 20 years,"I've been customer for 20 years I've been customer for 20 years, and I'm PRIME. I ordered a Fresh delivery yesterday 10pm-midnight, and then was told it would be delayed. Not until 12:45 am did I get the email that had been sent at about 11:15pm: We cancelled the order. No driver. Had to redo the whole order this morning, and scheduled for 4-6pm. At 6:33pm I get yet again. ""Problem and we had to cancel your order."" And then customer service claims they can't get the reason why and can't have anyone call me about WHEN I can get an order processed. They want me just to try again or wait 3 days and try again.",2024-07-17 01:10:16+00:00,2.0,Negative,Delivery
........Amazon is a nefarious globalâ€¦,"........Amazon is a nefarious globalâ€¦ ........Amazon is a nefarious global Zio-corporation based in Seattle,WA.....FRAUD....MISCONDUCT.....ABUSING CUSTOMERS....ABUSING EMPLOYEES.....BRIBERY OF PUBLIC OFFICIALS IN EVERY NATION!.....The ""sellers"" on Amazon post ""5 star fake reviews"" for their garbage .......while Amazon removes/deletes all customers honest 1 star negative reviews....covering up for sellers and nefarious businesses who lie and continually defraud customers!......Boycott Amazon!.......Don't buy their worthless flea market...made in China junk!......put them out of business!...Their are many other better stores to buy from and spend your money !",2024-07-17 02:47:19+00:00,1.0,Negative,Customer Service
amazon prime customer for 20+ yearsâ€¦,"amazon prime customer for 20+ yearsâ€¦ amazon prime customer for 20+ years means nothing to them now. You cant speak to a live person when you have order problems and when you do they can barely speak our native language. I pay $150 a year to get 2 day shipping and that's now becoming more like 3 to 4 day, if it ever shows up. Granted returns are pretty easy, but still don't pay prime to wait some times nearly a week for a product they promised over night delivery for. They need better LIVE customer care personnel hired.",2024-07-17 05:43:35+00:00,1.0,Negative,Customer Service
Pros on amazon,Pros on amazon Amazon is a very reliable outlet to buy all of your needs. itâ€™s reliable. your packages are always delivered on time and at a fast pace thereâ€™s trust with Amazon you can trust the people that deliver your packages. ï¿¼,2024-07-17 06:16:32+00:00,5.0,Positive,Delivery
I need to know if there's any legalâ€¦,"I need to know if there's any legalâ€¦ I need to know if there's any legal advice that supports my dilemma. I paid over Â£200 on movies the mean so much to me as i have 4 movies that me and my mum loved to watch, she passed away in 2018, all I'm asking for are my movies to be re-issued to a new account. But the 5 customer service members each had different answers that conflicted each over.",2024-07-17 10:33:58+00:00,1.0,Neutral,Customer Service
We were given a voucher for over Â£200,"We were given a voucher for over Â£200 We were given a voucher for over Â£200. We have tried ordering 2 tvs and a desk all at seperate times using our voucher. When complaining about it they first said the item was still coming and then weeks later said the item couldnâ€™t be delivered. We asked for the money so we could spend it elsewhere and they said no, with no compensation. Essentially we have lost that money. If I had enough money or spare time Iâ€™d take legal proceedings.",2024-07-17 10:48:53+00:00,1.0,Negative,Customer Service
One star review deleted,One star review deleted I wrote a one star review for some Oral-B brush heads. I had been in contact with Oral-B and they confirmed they were non-Genuine.Initially my review was published but then a few days later it disappeared.What is the point of raising these issues to make online purchases safer if genuine negative reviews are removed?.,2024-07-17 11:04:43+00:00,1.0,Negative,Website/App
Starting to stop using them,"Starting to stop using them I find their customer service to be dreadful. If thereâ€™s an issue, itâ€™s such a pain and the staff have virtually no power. They obviously want you to buy prime, but why would I when the service is that bad? Increasing the minimum for free shipping and doing deals just for prime customers, doesnâ€™t make me want prime; it just stops me using Amazon!",2024-07-17 14:38:06+00:00,1.0,Negative,Customer Service
Amazon UK: A Masterclass in Delivery Disasters,"Amazon UK: A Masterclass in Delivery Disasters Well, Amazon UK, you've truly outdone yourselves. Over the past month, my deliveries have consistently arrived looking like they've been used as piÃ±atas, with contents resembling modern art rather than my actual orders. I'm now at the point where the marginal savings and supposed convenience just arenâ€™t worth it.Your genius move of cramming multiple heavy items in the same box as delicate ones would impress even Alexey Pajitnov. My recent order included two books, which arrived looking like theyâ€™d been used in a game of extreme frisbee. There was no packing material, no bubble wrap, absolutely nothing to keep them safe. Clearly, a thin layer of cardboard is an impenetrable fortress from the underpaid, workforce responsible for packing, shipping, and delivering our orders.To make this comedy of errors even more delightful, your customer service is a labyrinth designed by a sadist. Trying to find a human to talk to is like searching for a unicorn. And let's not forget the cherry on top: there's no way to avoid having EVRi handle my deliveries, ensuring the cycle of destruction continues.Amazon, your service is a farce. If you canâ€™t guarantee safe delivery, youâ€™ve lost a customer. The state of my packages is a disgrace and a glaring testament to your gross incompetence. But hey, Iâ€™m sure losing one more customer won't keep you up at night.",2024-07-17 16:21:39+00:00,1.0,Negative,Delivery
Don't buy Amazon gift cards from a third-party. Amazon will steal your money and close your account. That's what they did to me...,"Don't buy Amazon gift cards from a third-party. Amazon will steal your money and close your account. That's what they did to me... I have been a long time Amazon customer. For years I have used Amazon and their services and have had no problems with the company. Recently I started buying Amazon gift cards to accumulate points on my credit cards. Also at times I was able to buy gift cards for a better deal than using my Amazon credit card which only offers 5% cashback on Amazon purchases.Amazon canceled some of my orders and said that my amazon.com gift cards are in violation of their gift card ""terms and conditions"". I called into Amazon and provided documentation showing that these gift cards were purchased legitimately from a third-party. I also showed credit card receipts to Amazon showing that I purchased these gift cards. In going through their terms and conditions I violated none of them. Also the customer service representatives that I spoke with admitted that this was flagged mistakenly as fraud because I purchased many gift cards and it was not my fault. They restored access to my account and credited the gift cards in question to my account.After this incident I thought that everything was fine. As usual I placed more orders on Amazon and they flagged four of my gift cards totaling $423. They accused me of these gift cards being fraudulent which they were not and closed my account. I provided Amazon with screenshots of gift card purchases and my credit card statement showing these gift cards were purchased legitimately but this just fell on deaf ears. Amazon claimed that I was in violation of their â€œconditions of useâ€. I went through their conditions of use multiple times and could not find any violation I was guilty of. I asked specifically what violation I was guilty of and never got a response.Let me reiterate that I have done nothing wrong except buy gift cards from someone other than Amazon. I provided documentation proving my innocence but this did not matter. Being a long time and loyal Amazon customer this really was upsetting. Amazon stole $423 in gift cards from me that I purchased legitimately, canceled my membership, and there is nothing that I can do about it. Any proof that I sent to Amazon was completely ignored. Unfortunately I thought Amazon was a better company than this but it seems that they are just a huge organization that really doesn't care about their customers and will actually steal their hard earned money.This being said be very careful about purchasing Amazon gift cards from a third-party because Amazon may steal your money and close your account where you will have no repercussions whatsoever. That's exactly what they did to me.",2024-07-17 17:43:35+00:00,1.0,Negative,Customer Service
Absolute garbage company,Absolute garbage company Absolute garbage company. No way to call no was to contact in anyway. Just sends you to some stupid AI that refuses to do anything. Donâ€™t use this company go and buy from a shop. F*** Amazon,2024-07-17 20:00:55+00:00,1.0,Negative,Customer Service
Prime waste of money,"Prime waste of money Even though I pay for prime when I order items they change the delivery date, no point in paying for prime waste of money",2024-07-17 23:47:42+00:00,1.0,Negative,Delivery
Fake products,Fake products I ordered bubble skincare cream and upon arrival after inspection I determined it was definitely fake. I contacted Amazon who reached out to the retailer to refund me and I was initially happy with this action. Then Amazon contacted me stating item has been authenticated and even removed my review. When I looked at other feedback on this product which was poor you could tell that others were also suggesting that item not genuine. Shame on Amazon selling fake counterfeit goods and making a mockery of the law. I will not be buying from you scammers again.,2024-07-18 00:45:09+00:00,1.0,Negative,Product Quality
Amazon prime and Amazon as a whole isâ€¦,Amazon prime and Amazon as a whole isâ€¦ Amazon prime and Amazon as a whole is pretty sucky these days. Prime customer means nothing. 90 percent of products are from China now. When you look up an item it had a few of repeated ones for pages and at different prices for different prices. They ship everything with USPS. Which is so awful all by itself. They stopped using there own delivery service. Packages are not tracked great. They disappear then reappear on the tracking. It's such a frickin mess. I hate using this program anymore. i search other sources before resorting to this awful place.,2024-07-18 06:21:32+00:00,1.0,Negative,Delivery
